Hospital,Date,KPI,Value,Metric
St. Michael's Hospital,2023-01-01,# DNA,40,none
St. Michael's Hospital,2023-01-01,% DNA,0.029,none
St. Michael's Hospital,2023-02-01,# DNA,35,none
St. Michael's Hospital,2023-02-01,% DNA,0.026,none
St. Michael's Hospital,2023-03-01,# DNA,41,none
St. Michael's Hospital,2023-03-01,% DNA,0.031,none
St. Michael's Hospital,2023-04-01,# DNA,51,none
St. Michael's Hospital,2023-04-01,% DNA,0.033,none
St. Michael's Hospital,2023-05-01,# DNA,36,none
St. Michael's Hospital,2023-05-01,% DNA,0.022,none
St. Michael's Hospital,2023-06-01,# DNA,47,none
St. Michael's Hospital,2023-06-01,% DNA,0.029,none
St. Michael's Hospital,2023-07-01,# DNA,38,none
St. Michael's Hospital,2023-07-01,% DNA,0.023,none
St. Michael's Hospital,2023-08-01,# DNA,56,none
St. Michael's Hospital,2023-08-01,% DNA,0.035,none
St. Michael's Hospital,2023-09-01,# DNA,53,none
St. Michael's Hospital,2023-09-01,% DNA,0.033,none
St. Vincent's University Hospital,2022-01-01,# DNA,510,none
St. Vincent's University Hospital,2022-01-01,% DNA,0.098,none
St. Vincent's University Hospital,2022-02-01,# DNA,640,none
St. Vincent's University Hospital,2022-02-01,% DNA,0.133,none
St. Vincent's University Hospital,2022-03-01,# DNA,756,none
St. Vincent's University Hospital,2022-03-01,% DNA,0.134,none
St. Vincent's University Hospital,2022-04-01,# DNA,621,none
St. Vincent's University Hospital,2022-04-01,% DNA,0.124,none
St. Vincent's University Hospital,2022-05-01,# DNA,549,none
St. Vincent's University Hospital,2022-05-01,% DNA,0.105,none
St. Vincent's University Hospital,2022-06-01,# DNA,511,none
St. Vincent's University Hospital,2022-06-01,% DNA,0.099,none
St. Vincent's University Hospital,2022-07-01,# DNA,613,none
St. Vincent's University Hospital,2022-07-01,% DNA,0.122,none
St. Vincent's University Hospital,2022-08-01,# DNA,482,none
St. Vincent's University Hospital,2022-08-01,% DNA,0.095,none
St. Vincent's University Hospital,2022-09-01,# DNA,512,none
St. Vincent's University Hospital,2022-09-01,% DNA,0.103,none
St. Vincent's University Hospital,2022-10-01,# DNA,691,none
St. Vincent's University Hospital,2022-10-01,% DNA,0.126,none
St. Vincent's University Hospital,2022-11-01,# DNA,528,none
St. Vincent's University Hospital,2022-11-01,% DNA,0.102,none
St. Vincent's University Hospital,2022-12-01,# DNA,465,none
St. Vincent's University Hospital,2022-12-01,% DNA,0.089,none
St. Vincent's University Hospital,2023-01-01,# DNA,269,none
St. Vincent's University Hospital,2023-01-01,% DNA,0.058,none
St. Vincent's University Hospital,2023-02-01,# DNA,311,none
St. Vincent's University Hospital,2023-02-01,% DNA,0.068,none
St. Vincent's University Hospital,2023-03-01,# DNA,615,none
St. Vincent's University Hospital,2023-03-01,% DNA,0.11,none
St. Vincent's University Hospital,2023-04-01,# DNA,601,none
St. Vincent's University Hospital,2023-04-01,% DNA,0.114,none
St. Vincent's University Hospital,2023-05-01,# DNA,583,none
St. Vincent's University Hospital,2023-05-01,% DNA,0.106,none
St. Vincent's University Hospital,2023-06-01,# DNA,533,none
St. Vincent's University Hospital,2023-06-01,% DNA,0.102,none
St. Vincent's University Hospital,2023-07-01,# DNA,489,none
St. Vincent's University Hospital,2023-07-01,% DNA,0.09,none
St. Vincent's University Hospital,2023-08-01,# DNA,536,none
St. Vincent's University Hospital,2023-08-01,% DNA,0.099,none
St. Vincent's University Hospital,2023-09-01,# DNA,496,none
St. Vincent's University Hospital,2023-09-01,% DNA,0.095,none
Wexford General Hospital,2022-01-01,# DNA,97,none
Wexford General Hospital,2022-01-01,% DNA,0.027,none
Wexford General Hospital,2022-02-01,# DNA,110,none
Wexford General Hospital,2022-02-01,% DNA,0.031,none
Wexford General Hospital,2022-03-01,# DNA,170,none
Wexford General Hospital,2022-03-01,% DNA,0.042,none
Wexford General Hospital,2022-04-01,# DNA,233,none
Wexford General Hospital,2022-04-01,% DNA,0.058,none
Wexford General Hospital,2022-05-01,# DNA,327,none
Wexford General Hospital,2022-05-01,% DNA,0.075,none
Wexford General Hospital,2022-06-01,# DNA,329,none
Wexford General Hospital,2022-06-01,% DNA,0.082,none
Wexford General Hospital,2022-07-01,# DNA,165,none
Wexford General Hospital,2022-07-01,% DNA,0.042,none
Wexford General Hospital,2022-08-01,# DNA,193,none
Wexford General Hospital,2022-08-01,% DNA,0.047,none
Wexford General Hospital,2022-09-01,# DNA,140,none
Wexford General Hospital,2022-09-01,% DNA,0.035,none
Wexford General Hospital,2022-10-01,# DNA,176,none
Wexford General Hospital,2022-10-01,% DNA,0.043,none
Wexford General Hospital,2022-11-01,# DNA,192,none
Wexford General Hospital,2022-11-01,% DNA,0.047,none
Wexford General Hospital,2022-12-01,# DNA,287,none
Wexford General Hospital,2022-12-01,% DNA,0.066,none
Wexford General Hospital,2023-01-01,# DNA,247,none
Wexford General Hospital,2023-01-01,% DNA,0.065,none
Wexford General Hospital,2023-02-01,# DNA,258,none
Wexford General Hospital,2023-02-01,% DNA,0.068,none
Wexford General Hospital,2023-03-01,# DNA,12,none
Wexford General Hospital,2023-03-01,% DNA,0.022,none
Wexford General Hospital,2023-04-01,# DNA,12,none
Wexford General Hospital,2023-04-01,% DNA,0.008,none
Wexford General Hospital,2023-05-01,# DNA,38,none
Wexford General Hospital,2023-05-01,% DNA,0.02,none
Wexford General Hospital,2023-06-01,# DNA,27,none
Wexford General Hospital,2023-06-01,% DNA,0.015,none
Wexford General Hospital,2023-07-01,# DNA,43,none
Wexford General Hospital,2023-07-01,% DNA,0.017,none
Wexford General Hospital,2023-08-01,# DNA,199,none
Wexford General Hospital,2023-08-01,% DNA,0.048,none
Wexford General Hospital,2023-09-01,# DNA,163,none
Wexford General Hospital,2023-09-01,% DNA,0.04290000000000001,none
Beaumont Hospital,2022-01-01,# DNA,323,none
Beaumont Hospital,2022-01-01,% DNA,0.062,none
Beaumont Hospital,2022-02-01,# DNA,304,none
Beaumont Hospital,2022-02-01,% DNA,0.062,none
Beaumont Hospital,2022-03-01,# DNA,392,none
Beaumont Hospital,2022-03-01,% DNA,0.071,none
Beaumont Hospital,2022-04-01,# DNA,305,none
Beaumont Hospital,2022-04-01,% DNA,0.06,none
Beaumont Hospital,2022-05-01,# DNA,353,none
Beaumont Hospital,2022-05-01,% DNA,0.064,none
Beaumont Hospital,2022-06-01,# DNA,269,none
Beaumont Hospital,2022-06-01,% DNA,0.051,none
Beaumont Hospital,2022-07-01,# DNA,358,none
Beaumont Hospital,2022-07-01,% DNA,0.067,none
Beaumont Hospital,2022-08-01,# DNA,329,none
Beaumont Hospital,2022-08-01,% DNA,0.059,none
Beaumont Hospital,2022-09-01,# DNA,308,none
Beaumont Hospital,2022-09-01,% DNA,0.058,none
Beaumont Hospital,2022-10-01,# DNA,405,none
Beaumont Hospital,2022-10-01,% DNA,0.073,none
Beaumont Hospital,2022-11-01,# DNA,409,none
Beaumont Hospital,2022-11-01,% DNA,0.076,none
Beaumont Hospital,2022-12-01,# DNA,360,none
Beaumont Hospital,2022-12-01,% DNA,0.07,none
Beaumont Hospital,2023-01-01,# DNA,360,none
Beaumont Hospital,2023-01-01,% DNA,0.073,none
Beaumont Hospital,2023-02-01,# DNA,308,none
Beaumont Hospital,2023-02-01,% DNA,0.065,none
Beaumont Hospital,2023-03-01,# DNA,293,none
Beaumont Hospital,2023-03-01,% DNA,0.055,none
Beaumont Hospital,2023-04-01,# DNA,324,none
Beaumont Hospital,2023-04-01,% DNA,0.063,none
Beaumont Hospital,2023-05-01,# DNA,293,none
Beaumont Hospital,2023-05-01,% DNA,0.053,none
Beaumont Hospital,2023-06-01,# DNA,335,none
Beaumont Hospital,2023-06-01,% DNA,0.063,none
Beaumont Hospital,2023-07-01,# DNA,366,none
Beaumont Hospital,2023-07-01,% DNA,0.069,none
Beaumont Hospital,2023-08-01,# DNA,341,none
Beaumont Hospital,2023-08-01,% DNA,0.06,none
Beaumont Hospital,2023-09-01,# DNA,250,none
Beaumont Hospital,2023-09-01,% DNA,0.047,none
Cavan General Hospital,2022-01-01,# DNA,186,none
Cavan General Hospital,2022-01-01,% DNA,0.064,none
Cavan General Hospital,2022-02-01,# DNA,202,none
Cavan General Hospital,2022-02-01,% DNA,0.072,none
Cavan General Hospital,2022-03-01,# DNA,194,none
Cavan General Hospital,2022-03-01,% DNA,0.058,none
Cavan General Hospital,2022-04-01,# DNA,122,none
Cavan General Hospital,2022-04-01,% DNA,0.041,none
Cavan General Hospital,2022-05-01,# DNA,215,none
Cavan General Hospital,2022-05-01,% DNA,0.064,none
Cavan General Hospital,2022-06-01,# DNA,211,none
Cavan General Hospital,2022-06-01,% DNA,0.07,none
Cavan General Hospital,2022-07-01,# DNA,157,none
Cavan General Hospital,2022-07-01,% DNA,0.056,none
Cavan General Hospital,2022-08-01,# DNA,192,none
Cavan General Hospital,2022-08-01,% DNA,0.063,none
Cavan General Hospital,2022-09-01,# DNA,164,none
Cavan General Hospital,2022-09-01,% DNA,0.054,none
Cavan General Hospital,2022-10-01,# DNA,147,none
Cavan General Hospital,2022-10-01,% DNA,0.044,none
Cavan General Hospital,2022-11-01,# DNA,143,none
Cavan General Hospital,2022-11-01,% DNA,0.044,none
Cavan General Hospital,2022-12-01,# DNA,197,none
Cavan General Hospital,2022-12-01,% DNA,0.059,none
Cavan General Hospital,2023-01-01,# DNA,108,none
Cavan General Hospital,2023-01-01,% DNA,0.038,none
Cavan General Hospital,2023-02-01,# DNA,145,none
Cavan General Hospital,2023-02-01,% DNA,0.049,none
Cavan General Hospital,2023-03-01,# DNA,121,none
Cavan General Hospital,2023-03-01,% DNA,0.037,none
Cavan General Hospital,2023-04-01,# DNA,176,none
Cavan General Hospital,2023-04-01,% DNA,0.054,none
Cavan General Hospital,2023-05-01,# DNA,174,none
Cavan General Hospital,2023-05-01,% DNA,0.052,none
Cavan General Hospital,2023-06-01,# DNA,257,none
Cavan General Hospital,2023-06-01,% DNA,0.08,none
Cavan General Hospital,2023-07-01,# DNA,152,none
Cavan General Hospital,2023-07-01,% DNA,0.05,none
Cavan General Hospital,2023-08-01,# DNA,187,none
Cavan General Hospital,2023-08-01,% DNA,0.061,none
Cavan General Hospital,2023-09-01,# DNA,173,none
Cavan General Hospital,2023-09-01,% DNA,0.055500000000000015,none
Connolly Hospital,2022-01-01,# DNA,273,none
Connolly Hospital,2022-01-01,% DNA,0.068,none
Connolly Hospital,2022-02-01,# DNA,318,none
Connolly Hospital,2022-02-01,% DNA,0.084,none
Connolly Hospital,2022-03-01,# DNA,414,none
Connolly Hospital,2022-03-01,% DNA,0.095,none
Connolly Hospital,2022-04-01,# DNA,311,none
Connolly Hospital,2022-04-01,% DNA,0.077,none
Connolly Hospital,2022-05-01,# DNA,400,none
Connolly Hospital,2022-05-01,% DNA,0.092,none
Connolly Hospital,2022-06-01,# DNA,416,none
Connolly Hospital,2022-06-01,% DNA,0.098,none
Connolly Hospital,2022-07-01,# DNA,382,none
Connolly Hospital,2022-07-01,% DNA,0.093,none
Connolly Hospital,2022-08-01,# DNA,291,none
Connolly Hospital,2022-08-01,% DNA,0.07,none
Connolly Hospital,2022-09-01,# DNA,389,none
Connolly Hospital,2022-09-01,% DNA,0.096,none
Connolly Hospital,2022-10-01,# DNA,374,none
Connolly Hospital,2022-10-01,% DNA,0.086,none
Connolly Hospital,2022-11-01,# DNA,391,none
Connolly Hospital,2022-11-01,% DNA,0.092,none
Connolly Hospital,2022-12-01,# DNA,360,none
Connolly Hospital,2022-12-01,% DNA,0.08645454545454544,none
Connolly Hospital,2023-01-01,# DNA,239,none
Connolly Hospital,2023-01-01,% DNA,0.059,none
Connolly Hospital,2023-02-01,# DNA,192,none
Connolly Hospital,2023-02-01,% DNA,0.052,none
Connolly Hospital,2023-03-01,# DNA,351,none
Connolly Hospital,2023-03-01,% DNA,0.081,none
Connolly Hospital,2023-04-01,# DNA,383,none
Connolly Hospital,2023-04-01,% DNA,0.092,none
Connolly Hospital,2023-05-01,# DNA,318,none
Connolly Hospital,2023-05-01,% DNA,0.073,none
Connolly Hospital,2023-06-01,# DNA,381,none
Connolly Hospital,2023-06-01,% DNA,0.09,none
Connolly Hospital,2023-07-01,# DNA,296,none
Connolly Hospital,2023-07-01,% DNA,0.07,none
Connolly Hospital,2023-08-01,# DNA,399,none
Connolly Hospital,2023-08-01,% DNA,0.089,none
Connolly Hospital,2023-09-01,# DNA,344,none
Connolly Hospital,2023-09-01,% DNA,0.08217272727272729,none
Our Lady of Lourdes Hospital,2022-01-01,# DNA,494,none
Our Lady of Lourdes Hospital,2022-01-01,% DNA,0.091,none
Our Lady of Lourdes Hospital,2022-02-01,# DNA,669,none
Our Lady of Lourdes Hospital,2022-02-01,% DNA,0.124,none
Our Lady of Lourdes Hospital,2022-03-01,# DNA,764,none
Our Lady of Lourdes Hospital,2022-03-01,% DNA,0.123,none
Our Lady of Lourdes Hospital,2022-04-01,# DNA,623,none
Our Lady of Lourdes Hospital,2022-04-01,% DNA,0.11,none
Our Lady of Lourdes Hospital,2022-05-01,# DNA,671,none
Our Lady of Lourdes Hospital,2022-05-01,% DNA,0.109,none
Our Lady of Lourdes Hospital,2022-06-01,# DNA,705,none
Our Lady of Lourdes Hospital,2022-06-01,% DNA,0.123,none
Our Lady of Lourdes Hospital,2022-07-01,# DNA,630,none
Our Lady of Lourdes Hospital,2022-07-01,% DNA,0.114,none
Our Lady of Lourdes Hospital,2022-08-01,# DNA,635,none
Our Lady of Lourdes Hospital,2022-08-01,% DNA,0.114,none
Our Lady of Lourdes Hospital,2022-09-01,# DNA,669,none
Our Lady of Lourdes Hospital,2022-09-01,% DNA,0.118,none
Our Lady of Lourdes Hospital,2022-10-01,# DNA,900,none
Our Lady of Lourdes Hospital,2022-10-01,% DNA,0.143,none
Our Lady of Lourdes Hospital,2022-11-01,# DNA,752,none
Our Lady of Lourdes Hospital,2022-11-01,% DNA,0.126,none
Our Lady of Lourdes Hospital,2022-12-01,# DNA,924,none
Our Lady of Lourdes Hospital,2022-12-01,% DNA,0.152,none
Our Lady of Lourdes Hospital,2023-01-01,# DNA,534,none
Our Lady of Lourdes Hospital,2023-01-01,% DNA,0.099,none
Our Lady of Lourdes Hospital,2023-02-01,# DNA,595,none
Our Lady of Lourdes Hospital,2023-02-01,% DNA,0.111,none
Our Lady of Lourdes Hospital,2023-03-01,# DNA,682,none
Our Lady of Lourdes Hospital,2023-03-01,% DNA,0.108,none
Our Lady of Lourdes Hospital,2023-04-01,# DNA,624,none
Our Lady of Lourdes Hospital,2023-04-01,% DNA,0.108,none
Our Lady of Lourdes Hospital,2023-05-01,# DNA,676,none
Our Lady of Lourdes Hospital,2023-05-01,% DNA,0.106,none
Our Lady of Lourdes Hospital,2023-06-01,# DNA,586,none
Our Lady of Lourdes Hospital,2023-06-01,% DNA,0.098,none
Our Lady of Lourdes Hospital,2023-07-01,# DNA,551,none
Our Lady of Lourdes Hospital,2023-07-01,% DNA,0.097,none
Our Lady of Lourdes Hospital,2023-08-01,# DNA,582,none
Our Lady of Lourdes Hospital,2023-08-01,% DNA,0.101,none
Our Lady of Lourdes Hospital,2023-09-01,# DNA,663,none
Our Lady of Lourdes Hospital,2023-09-01,% DNA,0.11375000000000005,none
Galway University Hospitals,2022-01-01,# DNA,259,none
Galway University Hospitals,2022-01-01,% DNA,0.047,none
Galway University Hospitals,2022-02-01,# DNA,250,none
Galway University Hospitals,2022-02-01,% DNA,0.044,none
Galway University Hospitals,2022-03-01,# DNA,328,none
Galway University Hospitals,2022-03-01,% DNA,0.051,none
Galway University Hospitals,2022-04-01,# DNA,260,none
Galway University Hospitals,2022-04-01,% DNA,0.042,none
Galway University Hospitals,2022-05-01,# DNA,345,none
Galway University Hospitals,2022-05-01,% DNA,0.049,none
Galway University Hospitals,2022-06-01,# DNA,284,none
Galway University Hospitals,2022-06-01,% DNA,0.044,none
Galway University Hospitals,2022-07-01,# DNA,392,none
Galway University Hospitals,2022-07-01,% DNA,0.062,none
Galway University Hospitals,2022-08-01,# DNA,329,none
Galway University Hospitals,2022-08-01,% DNA,0.052,none
Galway University Hospitals,2022-09-01,# DNA,303,none
Galway University Hospitals,2022-09-01,% DNA,0.048,none
Galway University Hospitals,2022-10-01,# DNA,314,none
Galway University Hospitals,2022-10-01,% DNA,0.048,none
Galway University Hospitals,2022-11-01,# DNA,309,none
Galway University Hospitals,2022-11-01,% DNA,0.048,none
Galway University Hospitals,2022-12-01,# DNA,428,none
Galway University Hospitals,2022-12-01,% DNA,0.069,none
Galway University Hospitals,2023-01-01,# DNA,222,none
Galway University Hospitals,2023-01-01,% DNA,0.039,none
Galway University Hospitals,2023-02-01,# DNA,307,none
Galway University Hospitals,2023-02-01,% DNA,0.053,none
Galway University Hospitals,2023-03-01,# DNA,444,none
Galway University Hospitals,2023-03-01,% DNA,0.067,none
Galway University Hospitals,2023-04-01,# DNA,418,none
Galway University Hospitals,2023-04-01,% DNA,0.07,none
Galway University Hospitals,2023-05-01,# DNA,414,none
Galway University Hospitals,2023-05-01,% DNA,0.061,none
Galway University Hospitals,2023-06-01,# DNA,309,none
Galway University Hospitals,2023-06-01,% DNA,0.05,none
Galway University Hospitals,2023-07-01,# DNA,352,none
Galway University Hospitals,2023-07-01,% DNA,0.054,none
Galway University Hospitals,2023-08-01,# DNA,341,none
Galway University Hospitals,2023-08-01,% DNA,0.054,none
Galway University Hospitals,2023-09-01,# DNA,266,none
Galway University Hospitals,2023-09-01,% DNA,0.041,none
Letterkenny University Hospital,2022-01-01,# DNA,121,none
Letterkenny University Hospital,2022-01-01,% DNA,0.035,none
Letterkenny University Hospital,2022-02-01,# DNA,146,none
Letterkenny University Hospital,2022-02-01,% DNA,0.042,none
Letterkenny University Hospital,2022-03-01,# DNA,195,none
Letterkenny University Hospital,2022-03-01,% DNA,0.05,none
Letterkenny University Hospital,2022-04-01,# DNA,175,none
Letterkenny University Hospital,2022-04-01,% DNA,0.046,none
Letterkenny University Hospital,2022-05-01,# DNA,173,none
Letterkenny University Hospital,2022-05-01,% DNA,0.041,none
Letterkenny University Hospital,2022-06-01,# DNA,176,none
Letterkenny University Hospital,2022-06-01,% DNA,0.044,none
Letterkenny University Hospital,2022-07-01,# DNA,196,none
Letterkenny University Hospital,2022-07-01,% DNA,0.049,none
Letterkenny University Hospital,2022-08-01,# DNA,135,none
Letterkenny University Hospital,2022-08-01,% DNA,0.032,none
Letterkenny University Hospital,2022-09-01,# DNA,162,none
Letterkenny University Hospital,2022-09-01,% DNA,0.038,none
Letterkenny University Hospital,2022-10-01,# DNA,210,none
Letterkenny University Hospital,2022-10-01,% DNA,0.049,none
Letterkenny University Hospital,2022-11-01,# DNA,110,none
Letterkenny University Hospital,2022-11-01,% DNA,0.027,none
Letterkenny University Hospital,2022-12-01,# DNA,148,none
Letterkenny University Hospital,2022-12-01,% DNA,0.036,none
Letterkenny University Hospital,2023-01-01,# DNA,133,none
Letterkenny University Hospital,2023-01-01,% DNA,0.036,none
Letterkenny University Hospital,2023-02-01,# DNA,197,none
Letterkenny University Hospital,2023-02-01,% DNA,0.051,none
Letterkenny University Hospital,2023-03-01,# DNA,308,none
Letterkenny University Hospital,2023-03-01,% DNA,0.068,none
Letterkenny University Hospital,2023-04-01,# DNA,302,none
Letterkenny University Hospital,2023-04-01,% DNA,0.071,none
Letterkenny University Hospital,2023-05-01,# DNA,319,none
Letterkenny University Hospital,2023-05-01,% DNA,0.068,none
Letterkenny University Hospital,2023-06-01,# DNA,343,none
Letterkenny University Hospital,2023-06-01,% DNA,0.079,none
Letterkenny University Hospital,2023-07-01,# DNA,391,none
Letterkenny University Hospital,2023-07-01,% DNA,0.089,none
Letterkenny University Hospital,2023-08-01,# DNA,332,none
Letterkenny University Hospital,2023-08-01,% DNA,0.075,none
Letterkenny University Hospital,2023-09-01,# DNA,372,none
Letterkenny University Hospital,2023-09-01,% DNA,0.087,none
Mayo University Hospital,2022-01-01,# DNA,128,none
Mayo University Hospital,2022-01-01,% DNA,0.045,none
Mayo University Hospital,2022-02-01,# DNA,146,none
Mayo University Hospital,2022-02-01,% DNA,0.051,none
Mayo University Hospital,2022-03-01,# DNA,128,none
Mayo University Hospital,2022-03-01,% DNA,0.06,none
Mayo University Hospital,2022-04-01,# DNA,172,none
Mayo University Hospital,2022-04-01,% DNA,0.055,none
Mayo University Hospital,2022-05-01,# DNA,199,none
Mayo University Hospital,2022-05-01,% DNA,0.06,none
Mayo University Hospital,2022-06-01,# DNA,217,none
Mayo University Hospital,2022-06-01,% DNA,0.069,none
Mayo University Hospital,2022-07-01,# DNA,219,none
Mayo University Hospital,2022-07-01,% DNA,0.072,none
Mayo University Hospital,2022-08-01,# DNA,214,none
Mayo University Hospital,2022-08-01,% DNA,0.065,none
Mayo University Hospital,2022-09-01,# DNA,150,none
Mayo University Hospital,2022-09-01,% DNA,0.049,none
Mayo University Hospital,2022-10-01,# DNA,165,none
Mayo University Hospital,2022-10-01,% DNA,0.051,none
Mayo University Hospital,2022-11-01,# DNA,112,none
Mayo University Hospital,2022-11-01,% DNA,0.035,none
Mayo University Hospital,2022-12-01,# DNA,203,none
Mayo University Hospital,2022-12-01,% DNA,0.058,none
Mayo University Hospital,2023-01-01,# DNA,100,none
Mayo University Hospital,2023-01-01,% DNA,0.034,none
Mayo University Hospital,2023-02-01,# DNA,90,none
Mayo University Hospital,2023-02-01,% DNA,0.032,none
Mayo University Hospital,2023-03-01,# DNA,83,none
